customer_id,full_name,dob,nationality,id_type,id_number,type
C177481,Ruslan Nikolaev,1970-02-15,BY,,,individual
C753976,Mariame Chahen,,BR,,,individual
C315481,The Sinai Minerals Limited,,SY,,,entity
C603503,Khaleede Salmane,1952-02-27,IQ,,,individual
C695887,Jiang Industries S.A.,,YE,,,entity
C724347,MT Star of Aden One,,IR,,,vessel
C163278,Saaid Karemmi,,SA,,,individual
C726338,Baltic Metals,,FR,,,entity
C368166,Caspian Holdings Inc,,LB,,,entity
C993530,Dallal Darwesch,,JO,,,individual
C874771,"Moussavi, Golnaz",1951,IR,,,individual
C201005,Vladimir Pavlov,,SA,,,individual
C485655,Jimmy J. Sorensen,1978-07-12,DE,,,individual
C536769,"Hakime, Hussain ibn Ibraheem",1950,YE,,,individual
C551046,Majeed b. Rashed Abaas,1999,SY,passport,SY34876824,individual
C668721,Sami El Nadjdjare,,EG,,,individual
C268643,CRYSTAL TECHNOLOGIES Inc,,CA,,,entity
C432344,Kit A. Van der Berg,1961-05-26,CA,,,individual
C910836,Javed Hosseiny,1995-07-22,IR,passport,IR39224121,individual
C271511,Salma ibn Marwen ad-Dschabouri,1995-04-16,EG,,,individual
C490563,Maggie A. García,1974-09-10,DE,,,individual
C993078,"Jiang Petroleum, GmbH",,YE,,,entity
C124738,William A. Du Bois,1982-04-04,DE,,,individual
C248113,"Peng Maritime, Limited Liability Company",,IR,,,entity
C536102,Scheren Nazari,1987-09-19,AF,,,individual
C746850,Ibraheem Al-Masri,1990-07-24,EG,,,individual
C261400,Delta Group,,AE,registration,REG-949259,entity
C253410,Mortizah Sallihi,1970-10-27,IR,,,individual
C806922,"Fernandes, Andrew J.",1991-10-27,DE,,,individual
C175424,Zied ElAtar,1953-09-24,AE,,,individual
C896656,Kozlov,,UA,passport,UA48637185,individual
C601663,Mariam ibn Abdolah Khoury,,IQ,,,individual
C737133,Abdul Rahmen Nasrallah,1982-10-03,BR,,,individual
C585214,"Nowak, Benjamin",1962-04-16,US,,,individual
C842555,Yassere Abasse,1967-05-11,SA,,,individual
C207813,Ксения Николаевна Белоусова,1984-11-27,BY,,,individual
C339637,Frederick Kowalski,1982-09-08,MX,,,individual
C378814,M/T Amber Sky IV,,LR,,,vessel
C589678,Nizar bin Rammi As-Shamsi,1966-10-01,AE,,,individual
C564233,Ziede Qasim,1973-05-13,IQ,,,individual
C124385,Ibrahem AsShamsi,1972-03-02,AE,,,individual
C298611,"Grishin, Aleksey",1969-10-10,RU,,,individual
C206078,Wyacheslaw Semyonow,,UA,,,individual
C646436,Hosein Dschafari,1962-06-18,AF,,,individual
C837368,Schröder John A.,1971-05-12,GB,,,individual
C583593,Faysal Azez,,IQ,,,individual
C325598,Hamed Akbari,1950-05-14,AF,,,individual
C421075,Anastasja Sergeyewna Yegorowa,1957-11-04,KZ,,,individual
C749383,Yussof Sallih,1980,IQ,,,individual
C577801,Weiß Maggie J.,,GB,passport,GB51918967,individual
C660546,Fiodor Andreeff,1950-10-04,BY,,,individual
C810439,"Rahmani, Fatimih",1950,AF,,,individual
C394727,"Lindquist, Frank M.",1991-07,GB,,,individual
C221058,Andrey Nikolaevich Popov,1970-10-17,RU,passport,RU71295613,individual
C472329,Victoria A. Olson,1979-01-08,MX,,,individual
C675864,Hajji,1957-11-20,UA,,,individual
C264251,Freddie M. Bianchi,1996-04-01,GB,,,individual
C371590,Brien Anthony O,1966-08-27,CA,,,individual
C124761,Mikhail Tkatchenko,1992,UA,,,individual
C540152,José M. Nowak,1957-09-25,US,,,individual
C805718,Behrouz Ahmady,1978-02-04,IR,,,individual
C335672,The Yuan Logistics G.m.b.H.,,BY,,,entity
C145543,MT Amber Sky Star,,IR,,,vessel
C621269,Nataliya Sergeyevna Kiseleva,1983-08-04,KZ,,,individual
C209121,Kseniya Kozlova,1963,US,,,individual
C328136,Al-Noor Aviation Company,,YE,,,entity
C554800,Jenny A. Fernández,1997-02,FR,,,individual
C585620,Mahsah Bagherie,,AF,,,individual
C439475,Mortiza Nazari,1971-12-03,AF,,,individual
C931099,"Shishkin, Timur",1974-12-25,BY,,,individual
C768189,Frederick A. McDonald,,BR,,,individual
C170940,Farhed Zammani,1973-03-09,IR,,,individual
C779909,RED SEA ENERGY LLC,,CA,,,entity
C232255,Zagros Energy G.m.b.H.,,IR,,,entity
C818160,Lyudmila Smirnova,1968-04-23,BY,,,individual
C575413,Fatimih Jafari,1989-09-12,AF,,,individual
C517096,Stanislav Mikhailovich Bondarenko,1987-02-24,BY,,,individual
C540538,Joseph Schröder,1955-08-27,MX,,,individual
C824622,Dmitriy Ivanov,1956-01-21,BY,,,individual
C669666,Abd Al Karem Yasen,,AE,,,individual
C370949,Ameenah Darouich,,JO,,,individual
C192472,Zhao Aviation G.m.b.H.,,RU,,,entity
C166770,"Tabrezi, Mahsa",1981,IR,,,individual
C365395,"Nowikow, Denis Michailovich",1988-11-04,RU,,,individual
C886756,Golnaz Rostammi,1997-12-14,IR,,,individual
C854970,Dmitriy Orlov,1958,BY,,,individual
C641436,Christopher Fernández,1951-04,CA,,,individual
C111313,Unnamed hull,,KM,imo,IMO9045888,vessel
C777529,Arasch Mohamadi,1953,AF,,,individual
C116066,Faysal Faris,1967-12-18,SY,,,individual
C851559,John J. de la Cruz,1963-09-09,BR,,,individual
C695419,Nabel ibn Karem ElGabouri,1970-07-14,YE,,,individual
C522302,Jose Schroeder,1951-06-09,GB,,,individual
C144875,Bobby Fisher,1967-04-28,US,,,individual
C834945,"Shcherbakov, Igor",1961-11-18,KZ,,,individual
C255025,Johnny Olsen,1997-09-12,DE,,,individual
C686782,Fahd Nasser,1984-10,SY,,,individual
C814576,Fahde Mansoure,1971-08-15,SA,,,individual
C564588,Fernandes Sasha M.,1954-04-15,DE,,,individual
C360648,Oxana Kravchenko,1956-07,RU,,,individual
C140423,"Tkatchenko, Serguey",1966-09-03,RU,,,individual
C197643,Mikhail Novikoff,,BY,passport,BY55631829,individual
C797879,Sinai Logistics L.L.C.,,DE,,,entity
C914252,Ehsen Sadighi,1968-06-04,AF,,,individual
C576997,"Tsvetkov, Arkady",1964,DE,,,individual
C393712,Mortizah Ghasemi,,IR,,,individual
C115123,Tkachenko Andreiy,,RU,,,individual
C719643,Sheren Mahmoudi,,IR,,,individual
C743671,Paco Mayer,1993-01-14,MX,,,individual
C545309,Ted J. Rodríguez,1960-01-18,US,,,individual
C472936,Denis Yashin,1993-01-20,KZ,,,individual
C164351,Massoud Rostammi,,AF,,,individual
C195269,Ebrahemmi Mehdi,1964-02-18,AF,,,individual
C976190,Red Sea,,US,registration,REG-562258,entity
C615218,Galina Sokolova,,RU,,,individual
C483007,Red Sea Minerals Group,,MX,registration,REG-875407,entity
C352821,Anwar ibn Ramy Abaas,1975-05,IQ,,,individual
C459013,ElHashemmi Omar,,LB,,,individual
C244778,Viktorja Kiselewa,1955-12-26,UA,,,individual
C711634,Abas Waled,1956-01-17,SY,,,individual
C973514,Xie Minerals Limited,,RU,,,entity
C984539,Silver Lining,,KM,imo,IMO9527591,vessel
C391189,Vladimir Bykov,1991-04-21,UA,,,individual
C380742,Roman Alexeevich Tsvetkov,1964-01-06,BY,,,individual
C629504,Jamie M. Delacruz,1969-01-19,GB,,,individual
