record_id,full_name,dob,nationality,id_type,id_number,type
C378017,Roman Kravchenko,1991-08-20,KZ,,,individual
C553932,Vladimir Nikolaev,1980-04-28,GR,,,individual
C426576,Kamren Mohamadi,,GR,,,individual
C709867,Omar bin Bashar Bakr,1957-04-19,SA,,,individual
C352383,Theodore de la Cruz,1964-09-20,MX,,,individual
C461964,Altai Import & Export Company,,KW,,,entity
C660649,Abd al-Azez Al-Shamsi,1996-04,EG,,,individual
C883388,Gennady Tswetkow,1994-11-24,UA,,,individual
C403971,Doctor,,HK,,,individual
C878536,"Sabah, Jammal",1957-09-06,JO,,,individual
C904570,Maryam Tabrezi,1955-05-27,GE,,,individual
C179096,Fahd Awaad,1982-11-28,KW,,,individual
C436988,Nikolaiy Zaitsev,1976,GR,,,individual
C682863,Dmitry Andreev,1981-03-16,UA,,,individual
C952716,"Esfahani, Babak",1993,TJ,,,individual
C263267,Xiangxia Hu,1989-03-05,TW,,,individual
C961290,Baltic Construction,,AE,,,entity
C380758,Summit Minerals,,AU,,,entity
C784438,Johnny M. Schroder,1956-10-08,BR,,,individual
C620099,Hameed Karemi,1976-07-14,TJ,,,individual
C589785,Галина Петровна Фёдорова,1981-04-09,GR,,,individual
C559899,Crystal Agro OAO,,MA,,,entity
C457024,Haded Hanen,1992-09-01,KW,,,individual
C860331,"Novikov, Alexandr",1998-01-13,GR,,,individual
C697909,"Stepanov, Andreiy",1968-07-05,KZ,,,individual
C806111,Marya Iwanowna Shukova,2000-10-28,UA,,,individual
C668913,Mohsin Sheerazi,1969-12-15,TJ,,,individual
C428849,Ehsaan Ghasemy,1989-11-05,TJ,,,individual
C787811,Majed Akbari,1989-11-28,TJ,,,individual
C136236,Min Tai,1980-10-07,HK,,,individual
C887220,Omar at-Tikreti,1967,AE,,,individual
C134909,Marwen Barakat,,AE,,,individual
C348022,Semen Sokolov,1994-02-14,UA,,,individual
C468309,Sammer Hamden,1991-05-20,TN,,,individual
C530892,Mohsin Ahmadi,1962-11-23,TJ,,,individual
C987967,Arctic Dawn Alpha,,LR,imo,IMO9136972,vessel
C279375,"Hashimmi, Shahram",1967-06-03,TJ,,,individual
C939234,Mortizah Hashemi,1994-09-24,GE,,,individual
C394022,Niloufar Ebraheemmi,1955-11-17,GE,,,individual
C985574,Nilloufar Sadighi,1973-03-26,MX,,,individual
C400570,Lanhua Sun,1995-02-15,TW,,,individual
C470094,az-Zahrani Jamal,,AE,,,individual
C584466,Omar bin Ali AsSayid,1993,EG,,,individual
C407891,Omare ben Hammeed Ghanime,,SA,,,individual
C267518,Ruijing Feng,1963-09-07,SG,,,individual
C911709,Billalle b. Ismayle Aoued,1958-03-22,KW,,,individual
C102535,"Sadighi, Maged",2000-06-15,TJ,,,individual
C845088,Liz Lindquist,,BR,,,individual
C684893,Kavih Tabrezi,1997-06-10,GE,,,individual
C717192,Tarek Al Rashed,1973-06-13,EG,,,individual
C929889,"Chaikovsky, Vyacheslav",,GR,,,individual
C685048,Cammalle Sadalah,1972-04-09,TN,,,individual
C663303,"Zwetkow, Jewgeny Nikolaevitsch",1958-06-08,KZ,,,individual
C868840,Nikolay Nikolaevitch Kravtchenko,1963,UA,,,individual
C676105,Anthony Lefèvre,,DE,,,individual
C577333,"ar-Rasheed, Faissal",1967-11-17,AE,,,individual
C452941,Mahmoudi Niloufar,1992-07,GE,,,individual
C637655,Zhou Bao,1964-02-20,SG,,,individual
C159414,Mike J. Johanson,1967-01-18,BR,,,individual
C951796,Yekaterina Kozlowa,1959-10-10,KZ,,,individual
C402394,"Yazdany, Ehsen",1978,TJ,,,individual
C212880,Francisco A. Weiss,1996,FR,,,individual
C811651,Elizabeth Weiß,,CA,,,individual
C374619,Fernandes Kate,1968-04-22,AU,,,individual
C398895,Yury Tsvetkov,1974,BY,,,individual
C100173,Konstantin Kozlov,1998-03-10,BY,,,individual
C542137,Sallim Yasin,1967-09-20,GE,,,individual
C830699,Oleg Chaikovsky,1993-05-07,GR,,,individual
C519648,Hormuz Pride Trader,,LR,,,vessel
C195520,Yaser Ghanim,1957-12-18,AE,,,individual
C727275,Fiodor Popow,1959-06,UA,,,individual
C887411,Barbara A. Nowak,1992-10-03,GB,,,individual
C672744,"Meridian Technologies, Limited",,MA,,,entity
C941467,Michael García,,BR,,,individual
C185125,"Zahrani, Raniah",2000-09-04,MA,document,MA63556540,individual
C241611,Tatiana Nikolaeva,1983-12-24,BY,,,individual
C915066,Red Sea Pharma LLC,,KW,,,entity
C518754,"Schahin, Ahmed",,AE,,,individual
C134378,Bob A. Weis,1971-05-22,MX,,,individual
C432745,Bidjen Tabrezi,,GE,,,individual
C450946,Chih Tsui,1992-12-20,SG,,,individual
C508536,Viktoriya Sergeyevna Ivanova,,GR,,,individual
C311556,Tallalle El-Djabouri,,AE,,,individual
C690033,Benjamin A. Weis,1977,CA,,,individual
C268761,Rashed ben Kammal Barakat,1995-02-12,MA,,,individual
C181695,Guo Lan-Shan,,SG,,,individual
C990944,Rebecca J. Rodríguez,1955-04-28,MX,document,MX57718375,individual
C165063,Zeng Dong,1986-10-19,SG,,,individual
C282821,Farhed Sallihi,1964-11,TJ,,,individual
C687567,Anatoly Morozoff,1966-08,UA,,,individual
C471457,Kwok Juei-Kai,1953,TW,,,individual
C303581,Majede El-Djabouri,,TN,,,individual
C795758,Cao Fang,1974-10-11,TW,,,individual
C717102,Rebecca Schmitt,1961-04-15,FR,,,individual
C830674,Edward Fernandes,1995-05-26,CA,,,individual
C782113,Jing-Tian Tsui,1974-01-13,HK,,,individual
C132068,Tallalle Khourye,,SA,,,individual
C105049,Chun Cui,1980-09-02,HK,,,individual
C511288,AzZahrani Omar,1994-12,LB,,,individual
C262820,Viktoriya Bondarenko,1951-01-21,KZ,,,individual
C527166,Karem Faris,1963-06-20,SA,,,individual
C150807,Huang Weian,1989-12-06,TW,,,individual
C497292,Margaret M. Lefevre,1953-11-24,GB,,,individual
C933125,Zahrah Farahany,1953,TJ,,,individual
C344794,"Sorensen, Jim A.",1972-01-17,MX,,,individual
C340062,"Ivory Coast Agro, Corporation",,CN,,,entity
C614334,Andy Meyer,,US,,,individual
C112499,Nazari Golnaze,1993-05-16,TJ,,,individual
C854346,Christopher A. Anderson,,GB,document,GB93723160,individual
C104653,Hamza AlJabourie,1975,SA,,,individual
C538884,Dot A. Fischer,1951-09-19,GB,,,individual
C808422,Mahmoude el-Farsi,1986-04-13,EG,,,individual
C761839,Chow Ming-Gui,1994,CN,,,individual
C563109,Tahah Marouen,,TN,,,individual
C887911,Mikhail Kiselioff,1996-04-26,KZ,document,KZ20815485,individual
C577276,Majed Esfahani,1967-05-21,GE,,,individual
C724672,Karemi Parvez,1997-03,TJ,,,individual
C837363,FALCON,,CN,registration,REG-318679,entity
C718689,"Kanaen, Yasir",,TN,,,individual
C168647,Anastasiya Chaikovskaya,1993-12-08,BY,,,individual
